agent_id,best_val_bpb,first_val_bpb,improvement,total_runs,successful_runs,failed,failure_reason,total_turns
agent_0,0.82129,0.86297,-0.04168000000000005,17,17,False,,18
agent_1,0.802104,0.802104,0.0,2,2,False,,22
